time,total_flow
2025-06-04 11:30:00,140.1825
2025-06-04 11:40:00,141.53699999999998
2025-06-04 11:50:00,141.44549999999998
2025-06-04 12:00:00,141.9915
2025-06-04 12:10:00,139.789
2025-06-04 12:20:00,140.671
2025-06-04 12:30:00,137.862
2025-06-04 12:40:00,136.177
2025-06-04 12:50:00,137.256
2025-06-04 13:00:00,136.481
2025-06-04 13:10:00,134.7575
2025-06-04 13:20:00,133.10649999999998
2025-06-04 13:30:00,127.674
2025-06-04 13:40:00,119.95349999999999
2025-06-04 13:50:00,119.09899999999999
2025-06-04 14:00:00,114.387
2025-06-04 14:10:00,104.0115
2025-06-04 14:20:00,117.356
2025-06-04 14:30:00,135.014
2025-06-04 14:40:00,141.9495
2025-06-04 14:50:00,134.466
2025-06-04 15:00:00,133.287
2025-06-04 15:10:00,138.9325
2025-06-04 15:20:00,139.418
2025-06-04 15:30:00,143.7485
2025-06-04 15:40:00,144.6025
2025-06-04 15:50:00,145.744
2025-06-04 16:00:00,149.622
2025-06-04 16:10:00,149.034
2025-06-04 16:20:00,144.938
2025-06-04 16:30:00,144.7855
2025-06-04 16:40:00,142.9485
2025-06-04 16:50:00,143.712
2025-06-04 17:00:00,142.087
2025-06-04 17:10:00,144.3025
2025-06-04 17:20:00,141.715
2025-06-04 17:30:00,129.0525
2025-06-04 17:40:00,131.0955
2025-06-04 17:50:00,138.5485
2025-06-04 18:00:00,140.749
2025-06-04 18:10:00,140.3995
2025-06-04 18:20:00,139.3625
2025-06-04 18:30:00,137.831
2025-06-04 18:40:00,145.736
2025-06-04 18:50:00,136.839
2025-06-04 19:00:00,138.4195
2025-06-04 19:10:00,139.638
2025-06-04 19:20:00,138.2975
2025-06-04 19:30:00,138.9825
2025-06-04 19:40:00,138.48
2025-06-04 19:50:00,138.8265
2025-06-04 20:00:00,143.4025
2025-06-04 20:10:00,140.1355
2025-06-04 20:20:00,139.762
2025-06-04 20:30:00,140.107
2025-06-04 20:40:00,138.713
2025-06-04 20:50:00,138.6
2025-06-04 21:00:00,133.397
2025-06-04 21:10:00,130.5445
2025-06-04 21:20:00,129.9545
2025-06-04 21:30:00,107.864
2025-06-04 21:40:00,106.96900000000001
2025-06-04 21:50:00,98.92849999999999
2025-06-04 22:00:00,97.5965
2025-06-04 22:10:00,95.357
2025-06-04 22:20:00,123.394
2025-06-04 22:30:00,126.4445
2025-06-04 22:40:00,124.4485
2025-06-04 22:50:00,126.1185
2025-06-04 23:00:00,133.2815
2025-06-04 23:10:00,130.7965
2025-06-04 23:20:00,129.445
2025-06-04 23:30:00,134.22750000000002
2025-06-04 23:40:00,130.19050000000001
2025-06-04 23:50:00,130.26999999999998
2025-06-05 00:00:00,126.7415
2025-06-05 00:10:00,135.2395
2025-06-05 00:20:00,133.7655
2025-06-05 00:30:00,128.67950000000002
2025-06-05 00:40:00,140.3
2025-06-05 00:50:00,135.8145
2025-06-05 01:00:00,137.416
2025-06-05 01:10:00,136.7295
2025-06-05 01:20:00,135.6945
2025-06-05 01:30:00,136.8845
2025-06-05 01:40:00,132.0225
2025-06-05 01:50:00,133.188
2025-06-05 02:00:00,131.6605
2025-06-05 02:10:00,134.8585
2025-06-05 02:20:00,135.197
2025-06-05 02:30:00,131.83
2025-06-05 02:40:00,127.13199999999999
2025-06-05 02:50:00,127.14750000000001
2025-06-05 03:00:00,131.078
2025-06-05 03:10:00,134.0335
2025-06-05 03:20:00,130.81900000000002
2025-06-05 03:30:00,124.0075
2025-06-05 03:40:00,118.5225
2025-06-05 03:50:00,125.334
2025-06-05 04:00:00,122.80699999999999
2025-06-05 04:10:00,125.0915
2025-06-05 04:20:00,122.4385
2025-06-05 04:30:00,126.34550000000002
2025-06-05 04:40:00,106.22149999999999
2025-06-05 04:50:00,121.389
2025-06-05 05:00:00,100.5625
2025-06-05 05:10:00,102.551
2025-06-05 05:20:00,97.2155
2025-06-05 05:30:00,94.133
2025-06-05 05:40:00,89.115
2025-06-05 05:50:00,86.90950000000001
2025-06-05 06:00:00,81.274
2025-06-05 06:10:00,82.561
2025-06-05 06:20:00,90.52350000000001
2025-06-05 06:30:00,101.292
2025-06-05 06:40:00,121.0335
2025-06-05 06:50:00,135.5015
2025-06-05 07:00:00,140.13
2025-06-05 07:10:00,142.25099999999998
2025-06-05 07:20:00,140.548
2025-06-05 07:30:00,140.944
2025-06-05 07:40:00,136.1675
2025-06-05 07:50:00,144.9025
2025-06-05 08:00:00,146.1545
2025-06-05 08:10:00,141.2905
2025-06-05 08:20:00,144.5445
2025-06-05 08:30:00,142.127
2025-06-05 08:40:00,146.29
2025-06-05 08:50:00,137.8945
2025-06-05 09:00:00,143.82999999999998
2025-06-05 09:10:00,139.29000000000002
2025-06-05 09:20:00,146.082
2025-06-05 09:30:00,142.222
2025-06-05 09:40:00,141.892
2025-06-05 09:50:00,140.409
2025-06-05 10:00:00,147.229
2025-06-05 10:10:00,142.3545
2025-06-05 10:20:00,132.3075
2025-06-05 10:30:00,139.5325
2025-06-05 10:40:00,139.11599999999999
2025-06-05 10:50:00,132.4315
2025-06-05 11:00:00,128.2145
2025-06-05 11:10:00,129.9035
2025-06-05 11:20:00,140.4035
2025-06-05 11:30:00,146.0435
2025-06-05 11:40:00,138.749
2025-06-05 11:50:00,136.1795
2025-06-05 12:00:00,138.8245
2025-06-05 12:10:00,135.1455
2025-06-05 12:20:00,139.553
2025-06-05 12:30:00,136.0505
2025-06-05 12:40:00,133.21800000000002
2025-06-05 12:50:00,132.329
2025-06-05 13:00:00,130.2175
2025-06-05 13:10:00,127.9735
2025-06-05 13:20:00,130.577
2025-06-05 13:30:00,129.0365
2025-06-05 13:40:00,126.65599999999999
2025-06-05 13:50:00,117.5755
2025-06-05 14:00:00,101.791
2025-06-05 14:10:00,110.8705
2025-06-05 14:20:00,118.3785
2025-06-05 14:30:00,127.39250000000001
2025-06-05 14:40:00,142.336
2025-06-05 14:50:00,139.35
2025-06-05 15:00:00,146.808
2025-06-05 15:10:00,139.8875
2025-06-05 15:20:00,142.572
2025-06-05 15:30:00,141.124
2025-06-05 15:40:00,141.248
2025-06-05 15:50:00,144.4685
2025-06-05 16:00:00,140.291
2025-06-05 16:10:00,143.0595
2025-06-05 16:20:00,145.5015
2025-06-05 16:30:00,141.15
2025-06-05 16:40:00,143.4835
2025-06-05 16:50:00,139.583
2025-06-05 17:00:00,143.7165
2025-06-05 17:10:00,141.11
2025-06-05 17:20:00,138.02
2025-06-05 17:30:00,133.942
2025-06-05 17:40:00,133.46800000000002
2025-06-05 17:50:00,134.8055
2025-06-05 18:00:00,143.5605
2025-06-05 18:10:00,138.66649999999998
2025-06-05 18:20:00,144.96949999999998
2025-06-05 18:30:00,144.444
2025-06-05 18:40:00,141.9065
2025-06-05 18:50:00,142.6365
2025-06-05 19:00:00,143.7875
2025-06-05 19:10:00,146.64749999999998
2025-06-05 19:20:00,143.18
2025-06-05 19:30:00,143.966
2025-06-05 19:40:00,137.35
2025-06-05 19:50:00,139.8835
2025-06-05 20:00:00,138.0315
2025-06-05 20:10:00,136.7715
2025-06-05 20:20:00,137.55599999999998
2025-06-05 20:30:00,142.8755
2025-06-05 20:40:00,136.578
2025-06-05 20:50:00,129.74900000000002
2025-06-05 21:00:00,139.478
2025-06-05 21:10:00,129.573
2025-06-05 21:20:00,124.469
2025-06-05 21:30:00,120.3235
2025-06-05 21:40:00,112.9205
2025-06-05 21:50:00,102.4465
2025-06-05 22:00:00,93.26350000000001
2025-06-05 22:10:00,95.2465
2025-06-05 22:20:00,118.413
2025-06-05 22:30:00,118.413
2025-06-05 22:40:00,134.876
2025-06-05 22:50:00,137.349
2025-06-05 23:00:00,130.7355
2025-06-05 23:10:00,133.70499999999998
2025-06-05 23:20:00,137.3435
2025-06-05 23:30:00,134.2025
2025-06-05 23:40:00,139.3285
2025-06-05 23:50:00,135.6155
2025-06-06 00:00:00,134.7505
2025-06-06 00:10:00,127.9035
2025-06-06 00:20:00,134.269
2025-06-06 00:30:00,135.17950000000002
2025-06-06 00:40:00,129.483
2025-06-06 00:50:00,131.3205
2025-06-06 01:00:00,136.4945
2025-06-06 01:10:00,138.322
2025-06-06 01:20:00,128.5585
2025-06-06 01:30:00,135.8245
2025-06-06 01:40:00,134.485
2025-06-06 01:50:00,137.939
2025-06-06 02:00:00,135.5515
2025-06-06 02:10:00,132.607
2025-06-06 02:20:00,132.3015
2025-06-06 02:30:00,131.3245
2025-06-06 02:40:00,128.518
2025-06-06 02:50:00,125.58949999999999
2025-06-06 03:00:00,124.113
2025-06-06 03:10:00,127.72900000000001
2025-06-06 03:20:00,128.147
2025-06-06 03:30:00,127.179
2025-06-06 03:40:00,133.708
2025-06-06 03:50:00,132.62099999999998
2025-06-06 04:00:00,132.1245
2025-06-06 04:10:00,128.074
2025-06-06 04:20:00,122.43450000000001
2025-06-06 04:30:00,126.30850000000001
2025-06-06 04:40:00,125.94
2025-06-06 04:50:00,121.026
2025-06-06 05:00:00,116.0445
2025-06-06 05:10:00,114.7265
2025-06-06 05:20:00,103.3595
2025-06-06 05:30:00,99.292
2025-06-06 05:40:00,92.56949999999999
2025-06-06 05:50:00,84.7
2025-06-06 06:00:00,87.8945
2025-06-06 06:10:00,84.6465
2025-06-06 06:20:00,91.52199999999999
2025-06-06 06:30:00,98.092
2025-06-06 06:40:00,125.1885
2025-06-06 06:50:00,135.6105
2025-06-06 07:00:00,139.215
2025-06-06 07:10:00,138.946
2025-06-06 07:20:00,142.0995
2025-06-06 07:30:00,140.0015
2025-06-06 07:40:00,137.279
2025-06-06 07:50:00,144.844
2025-06-06 08:00:00,146.643
2025-06-06 08:10:00,150.846
2025-06-06 08:20:00,141.4145
2025-06-06 08:30:00,145.2625
2025-06-06 08:40:00,150.25
2025-06-06 08:50:00,139.3495
2025-06-06 09:00:00,135.7565
2025-06-06 09:10:00,138.9475
2025-06-06 09:20:00,137.4065
2025-06-06 09:30:00,141.946
2025-06-06 09:40:00,139.914
2025-06-06 09:50:00,141.01
2025-06-06 10:00:00,138.1265
2025-06-06 10:10:00,141.599
2025-06-06 10:20:00,138.28449999999998
2025-06-06 10:30:00,134.841
2025-06-06 10:40:00,152.5075
2025-06-06 10:50:00,138.6985
2025-06-06 11:00:00,133.661
2025-06-06 11:10:00,149.923
2025-06-06 11:20:00,142.409
2025-06-06 11:30:00,137.2745
2025-06-06 11:40:00,139.30849999999998
2025-06-06 11:50:00,139.997
2025-06-06 12:00:00,137.4785
2025-06-06 12:10:00,144.731
2025-06-06 12:20:00,138.8585
2025-06-06 12:30:00,135.5115
2025-06-06 12:40:00,137.1675
2025-06-06 12:50:00,131.7975
2025-06-06 13:00:00,134.244
2025-06-06 13:10:00,142.733
2025-06-06 13:20:00,136.45999999999998
2025-06-06 13:30:00,134.526
2025-06-06 13:40:00,132.35000000000002
2025-06-06 13:50:00,108.73549999999999
2025-06-06 14:00:00,100.494
2025-06-06 14:10:00,99.59450000000001
2025-06-06 14:20:00,115.03150000000001
2025-06-06 14:30:00,138.0125
2025-06-06 14:40:00,141.1945
2025-06-06 14:50:00,142.996
2025-06-06 15:00:00,148.0025
2025-06-06 15:10:00,146.329
2025-06-06 15:20:00,144.7725
2025-06-06 15:30:00,137.811
2025-06-06 15:40:00,138.8075
2025-06-06 15:50:00,142.199
2025-06-06 16:00:00,144.789
2025-06-06 16:10:00,145.45350000000002
2025-06-06 16:20:00,142.8715
2025-06-06 16:30:00,147.412
2025-06-06 16:40:00,150.655
2025-06-06 16:50:00,144.568
2025-06-06 17:00:00,145.3435
2025-06-06 17:10:00,136.21949999999998
2025-06-06 17:20:00,138.009
2025-06-06 17:30:00,129.4195
2025-06-06 17:40:00,128.297
2025-06-06 17:50:00,135.813
2025-06-06 18:00:00,138.3005
2025-06-06 18:10:00,131.2185
2025-06-06 18:20:00,131.2575
2025-06-06 18:30:00,141.2875
2025-06-06 18:40:00,149.559
2025-06-06 18:50:00,146.191
2025-06-06 19:00:00,142.50650000000002
2025-06-06 19:10:00,141.82150000000001
2025-06-06 19:20:00,147.5215
2025-06-06 19:30:00,138.7495
2025-06-06 19:40:00,140.755
2025-06-06 19:50:00,142.4985
2025-06-06 20:00:00,141.018
2025-06-06 20:10:00,148.06799999999998
2025-06-06 20:20:00,140.19549999999998
2025-06-06 20:30:00,143.57150000000001
2025-06-06 20:40:00,145.0255
2025-06-06 20:50:00,135.0595
2025-06-06 21:00:00,137.123
2025-06-06 21:10:00,134.2525
2025-06-06 21:20:00,115.2535
2025-06-06 21:30:00,108.895
2025-06-06 21:40:00,103.9585
2025-06-06 21:50:00,101.4505
2025-06-06 22:00:00,93.49300000000001
2025-06-06 22:10:00,94.459
2025-06-06 22:20:00,109.742
2025-06-06 22:30:00,132.0075
2025-06-06 22:40:00,134.912
2025-06-06 22:50:00,132.517
2025-06-06 23:00:00,126.774
2025-06-06 23:10:00,128.979
2025-06-06 23:20:00,127.4305
2025-06-06 23:30:00,130.423
2025-06-06 23:40:00,131.01049999999998
2025-06-06 23:50:00,127.06
2025-06-07 00:00:00,135.59199999999998
2025-06-07 00:10:00,131.746
2025-06-07 00:20:00,131.099
2025-06-07 00:30:00,132.649
2025-06-07 00:40:00,131.1105
2025-06-07 00:50:00,134.941
2025-06-07 01:00:00,136.8345
2025-06-07 01:10:00,133.1985
2025-06-07 01:20:00,140.9775
2025-06-07 01:30:00,137.847
2025-06-07 01:40:00,141.2815
2025-06-07 01:50:00,137.4685
2025-06-07 02:00:00,132.1525
2025-06-07 02:10:00,132.915
2025-06-07 02:20:00,132.1285
2025-06-07 02:30:00,127.55250000000001
2025-06-07 02:40:00,131.624
2025-06-07 02:50:00,125.64349999999999
2025-06-07 03:00:00,131.8315
2025-06-07 03:10:00,136.6205
2025-06-07 03:20:00,129.7575
2025-06-07 03:30:00,129.4325
2025-06-07 03:40:00,132.6915
2025-06-07 03:50:00,127.3425
2025-06-07 04:00:00,131.1825
2025-06-07 04:10:00,127.8185
2025-06-07 04:20:00,115.271
2025-06-07 04:30:00,123.322
2025-06-07 04:40:00,112.4305
2025-06-07 04:50:00,107.1095
2025-06-07 05:00:00,104.3395
2025-06-07 05:10:00,103.919
2025-06-07 05:20:00,100.1655
2025-06-07 05:30:00,97.6945
2025-06-07 05:40:00,92.4055
2025-06-07 05:50:00,90.858
2025-06-07 06:00:00,85.5305
2025-06-07 06:10:00,84.7155
2025-06-07 06:20:00,89.1285
2025-06-07 06:30:00,102.20450000000001
2025-06-07 06:40:00,127.858
2025-06-07 06:50:00,137.729
2025-06-07 07:00:00,137.027
2025-06-07 07:10:00,146.2595
2025-06-07 07:20:00,141.1285
2025-06-07 07:30:00,140.317
2025-06-07 07:40:00,145.566
2025-06-07 07:50:00,138.8015
2025-06-07 08:00:00,141.1625
2025-06-07 08:10:00,146.6755
2025-06-07 08:20:00,143.1405
2025-06-07 08:30:00,144.954
2025-06-07 08:40:00,142.3275
2025-06-07 08:50:00,145.5865
2025-06-07 09:00:00,145.09050000000002
2025-06-07 09:10:00,139.6915
2025-06-07 09:20:00,143.34300000000002
2025-06-07 09:30:00,152.816
2025-06-07 09:40:00,140.35750000000002
2025-06-07 09:50:00,150.273
2025-06-07 10:00:00,142.18650000000002
2025-06-07 10:10:00,137.5735
2025-06-07 10:20:00,148.755
2025-06-07 10:30:00,142.2295
2025-06-07 10:40:00,136.369
2025-06-07 10:50:00,143.58950000000002
2025-06-07 11:00:00,131.7355
2025-06-07 11:10:00,137.4795
2025-06-07 11:20:00,139.7165
2025-06-07 11:30:00,143.04899999999998
2025-06-07 11:40:00,139.23250000000002
2025-06-07 11:50:00,136.9355
2025-06-07 12:00:00,136.91649999999998
2025-06-07 12:10:00,138.07549999999998
2025-06-07 12:20:00,135.70499999999998
2025-06-07 12:30:00,139.737
2025-06-07 12:40:00,141.5815
2025-06-07 12:50:00,138.1775
2025-06-07 13:00:00,142.295
2025-06-07 13:10:00,133.94
2025-06-07 13:20:00,134.145
2025-06-07 13:30:00,120.9025
2025-06-07 13:40:00,118.018
2025-06-07 13:50:00,102.0
2025-06-07 14:00:00,97.185
2025-06-07 14:10:00,98.616
2025-06-07 14:20:00,104.98
2025-06-07 14:30:00,139.3535
2025-06-07 14:40:00,135.20850000000002
2025-06-07 14:50:00,148.9775
2025-06-07 15:00:00,143.129
2025-06-07 15:10:00,145.74450000000002
2025-06-07 15:20:00,154.4475
2025-06-07 15:30:00,150.5075
2025-06-07 15:40:00,144.635
2025-06-07 15:50:00,148.8435
2025-06-07 16:00:00,143.8835
2025-06-07 16:10:00,140.8395
2025-06-07 16:20:00,143.906
2025-06-07 16:30:00,140.7775
2025-06-07 16:40:00,139.171
2025-06-07 16:50:00,144.192
2025-06-07 17:00:00,140.97
2025-06-07 17:10:00,136.5615
2025-06-07 17:20:00,137.8845
2025-06-07 17:30:00,131.8125
2025-06-07 17:40:00,136.4505
2025-06-07 17:50:00,136.018
2025-06-07 18:00:00,139.8875
2025-06-07 18:10:00,145.3985
2025-06-07 18:20:00,131.576
2025-06-07 18:30:00,135.6255
2025-06-07 18:40:00,136.198
2025-06-07 18:50:00,149.3425
2025-06-07 19:00:00,144.7285
2025-06-07 19:10:00,147.8505
2025-06-07 19:20:00,149.373
2025-06-07 19:30:00,139.59199999999998
2025-06-07 19:40:00,147.2215
2025-06-07 19:50:00,143.087
2025-06-07 20:00:00,139.1475
2025-06-07 20:10:00,135.1525
2025-06-07 20:20:00,137.7645
2025-06-07 20:30:00,138.5105
2025-06-07 20:40:00,137.87900000000002
2025-06-07 20:50:00,146.048
2025-06-07 21:00:00,128.9735
2025-06-07 21:10:00,133.684
2025-06-07 21:20:00,110.988
2025-06-07 21:30:00,110.2245
2025-06-07 21:40:00,99.9225
2025-06-07 21:50:00,98.5145
2025-06-07 22:00:00,93.31800000000001
2025-06-07 22:10:00,96.316
2025-06-07 22:20:00,105.4415
2025-06-07 22:30:00,126.1525
2025-06-07 22:40:00,138.566
2025-06-07 22:50:00,132.2215
2025-06-07 23:00:00,131.8075
2025-06-07 23:10:00,129.2235
2025-06-07 23:20:00,136.9095
2025-06-07 23:30:00,126.2425
2025-06-07 23:40:00,129.4575
2025-06-07 23:50:00,137.331
2025-06-08 00:00:00,127.79400000000001
2025-06-08 00:10:00,129.1155
2025-06-08 00:20:00,130.7595
2025-06-08 00:30:00,133.6925
2025-06-08 00:40:00,133.421
2025-06-08 00:50:00,132.1615
2025-06-08 01:00:00,141.541
2025-06-08 01:10:00,142.40949999999998
2025-06-08 01:20:00,130.861
2025-06-08 01:30:00,131.569
2025-06-08 01:40:00,139.251
2025-06-08 01:50:00,141.76749999999998
2025-06-08 02:00:00,134.4695
2025-06-08 02:10:00,129.6005
2025-06-08 02:20:00,130.2835
2025-06-08 02:30:00,133.139
2025-06-08 02:40:00,125.7895
2025-06-08 02:50:00,128.242
2025-06-08 03:00:00,125.623
2025-06-08 03:10:00,124.40100000000001
2025-06-08 03:20:00,128.7445
2025-06-08 03:30:00,133.3025
2025-06-08 03:40:00,125.23599999999999
2025-06-08 03:50:00,126.32050000000001
2025-06-08 04:00:00,125.88
2025-06-08 04:10:00,123.6045
2025-06-08 04:20:00,121.02499999999999
2025-06-08 04:30:00,124.786
2025-06-08 04:40:00,112.64450000000001
2025-06-08 04:50:00,116.8915
2025-06-08 05:00:00,103.0065
2025-06-08 05:10:00,105.7705
2025-06-08 05:20:00,100.39150000000001
2025-06-08 05:30:00,93.4165
2025-06-08 05:40:00,89.518
2025-06-08 05:50:00,85.177
2025-06-08 06:00:00,80.365
2025-06-08 06:10:00,77.93299999999999
2025-06-08 06:20:00,86.9205
2025-06-08 06:30:00,97.78999999999999
2025-06-08 06:40:00,107.0
2025-06-08 06:50:00,112.26549999999999
2025-06-08 07:00:00,111.332
2025-06-08 07:10:00,115.6665
2025-06-08 07:20:00,113.9795
2025-06-08 07:30:00,119.1515
2025-06-08 07:40:00,121.141
2025-06-08 07:50:00,115.4325
2025-06-08 08:00:00,123.16499999999999
2025-06-08 08:10:00,111.66049999999998
2025-06-08 08:20:00,128.0335
2025-06-08 08:30:00,121.10000000000001
